 Query1,14618
 Query2,12671
 Query3,6078
 Query4,5363
 Query5,5477
 Query6,3455
 Query7,6853
 Query8,6489
 Query9,8472
 Query10,4597
 Query11,9465
 Query12,4223
 Query13,4346
 Query14,3205
 Query15,8457
 Query16,10239
 Query17,12801
 Query18,7964
 Query19,13693
 Query20,6282
 Query22,6390
 Query1,8921
 Query2,7950
 Query3,5360
 Query4,5567
 Query5,5630
 Query6,3628
 Query7,7499
 Query8,6628
 Query9,8366
 Query10,6109
 Query11,12081
 Query12,4139
 Query13,4016
 Query14,3296
 Query15,7897
 Query16,11621
 Query17,9677
 Query18,7333
 Query19,13979
 Query20,6362
 Query22,5619
 Query1,8939
 Query2,8187
 Query3,5554
 Query4,5338
 Query5,6108
 Query6,3929
 Query7,6424
 Query8,6378
 Query9,8554
 Query10,5441
 Query11,12237
 Query12,4372
 Query13,4408
 Query14,3252
 Query15,6638
 Query16,10908
 Query17,10606
 Query18,7442
 Query19,14743
 Query20,6009
 Query22,6349
 Query1,9156
 Query2,7603
 Query3,5604
 Query4,5615
 Query5,5774
 Query6,3481
 Query7,6018
 Query8,6343
 Query9,8015
 Query10,5730
 Query11,6634
 Query12,4200
 Query13,5839
 Query14,3350
 Query15,7519
 Query16,10655
 Query17,8713
 Query18,7178
 Query19,14411
 Query20,6139
 Query22,6327
 Query1,8965
 Query2,7793
 Query3,5417
 Query4,5488
 Query5,11227
 Query6,3585
 Query7,6297
 Query8,7201
 Query9,8283
 Query10,6269
 Query11,12135
 Query12,4162
 Query13,4066
 Query14,3735
 Query15,8071
 Query16,10958
 Query17,12606
 Query18,7464
 Query19,14660
 Query20,6519
 Query22,6352
