 Query1,50823
 Query2,34411
 Query3,30108
 Query4,29610
 Query5,31706
 Query6,18032
 Query7,34038
 Query8,28591
 Query9,81224
 Query10,32780
 Query11,23408
 Query12,33420
 Query13,26189
 Query14,41642
 Query15,34305
 Query16,21582
 Query17,79364
 Query18,68876
 Query19,34683
 Query20,51083
 Query22,36995
 Query1,51369
 Query2,23663
 Query3,45919
 Query4,52467
 Query5,37465
 Query6,19096
 Query7,39532
 Query8,33426
 Query9,94637
 Query10,30827
 Query11,24938
 Query12,37213
 Query13,27461
 Query14,73978
 Query15,38542
 Query16,30503
 Query17,96677
 Query18,69194
 Query19,57425
 Query20,33169
 Query22,32990
 Query1,53465
 Query2,26062
 Query3,46900
 Query4,48008
 Query5,41943
 Query6,22371
 Query7,42621
 Query8,36827
 Query9,98769
 Query10,31348
 Query11,25902
 Query12,42009
 Query13,27598
 Query14,81390
 Query15,36323
 Query16,29219
 Query17,78484
 Query18,68883
 Query19,58678
 Query20,34590
 Query22,29891
 Query1,57586
 Query2,25315
 Query3,48075
 Query4,46389
 Query5,45919
 Query6,23886
 Query7,41580
 Query8,36900
 Query9,79267
 Query10,28956
 Query11,32552
 Query12,43864
 Query13,28851
 Query14,80577
 Query15,39043
 Query16,32854
 Query17,21216
 Query18,74613
 Query19,61600
 Query20,36032
 Query22,31425
 Query1,51651
 Query2,25226
 Query3,41479
 Query4,40015
 Query5,33373
 Query6,19979
 Query7,55695
 Query8,40253
 Query9,86824
 Query10,30075
 Query11,29861
 Query12,42628
 Query13,30435
 Query14,84682
 Query15,49366
 Query16,42465
 Query17,90294
 Query18,77268
 Query19,33212
 Query20,38153
 Query22,33469
 Query1,54530
 Query2,24383
 Query3,48822
 Query4,60562
 Query5,53467
 Query6,28852
 Query7,50022
 Query8,50043
 Query9,83222
 Query10,43666
 Query11,31188
 Query12,43104
 Query13,30039
 Query14,73194
 Query15,38086
 Query16,37596
 Query17,73641
 Query18,70408
 Query19,60514
 Query20,35177
 Query22,27520
